sentence,prompt
"` ` Please don 't execute him , please , ' ' said Mrs. Cicippio , who works at the American Embassy in east Beirut.",at is not a named entity .
"` ` Please don 't execute him , please , ' ' said Mrs. Cicippio , who works at the American Embassy in east Beirut.",who works at the American Embassy is not a named entity .
"` ` Please don 't execute him , please , ' ' said Mrs. Cicippio , who works at the American Embassy in east Beirut.",", who works at is not a named entity ."
"` ` Please don 't execute him , please , ' ' said Mrs. Cicippio , who works at the American Embassy in east Beirut.",` Please don 't execute him is not a named entity .
"` ` Please don 't execute him , please , ' ' said Mrs. Cicippio , who works at the American Embassy in east Beirut.",at the American Embassy in east is not a named entity .
"` ` Please don 't execute him , please , ' ' said Mrs. Cicippio , who works at the American Embassy in east Beirut.","` Please don 't execute him , is not a named entity ."
Many of the first visitors to a new museum at the former Texas School Book Depository went directly to the sixth-floor spot where Lee Harvey Oswald allegedly fired the shots that killed President Kennedy .,Texas School Book Depository is a/an organization entity .
Many of the first visitors to a new museum at the former Texas School Book Depository went directly to the sixth-floor spot where Lee Harvey Oswald allegedly fired the shots that killed President Kennedy .,Lee Harvey Oswald is a/an person entity .
Many of the first visitors to a new museum at the former Texas School Book Depository went directly to the sixth-floor spot where Lee Harvey Oswald allegedly fired the shots that killed President Kennedy .,President Kennedy is a/an person entity .
Many of the first visitors to a new museum at the former Texas School Book Depository went directly to the sixth-floor spot where Lee Harvey Oswald allegedly fired the shots that killed President Kennedy .,a is not a named entity .
Many of the first visitors to a new museum at the former Texas School Book Depository went directly to the sixth-floor spot where Lee Harvey Oswald allegedly fired the shots that killed President Kennedy .,former Texas School is not a named entity .
Many of the first visitors to a new museum at the former Texas School Book Depository went directly to the sixth-floor spot where Lee Harvey Oswald allegedly fired the shots that killed President Kennedy .,the first visitors to a new museum at is not a named entity .
Many of the first visitors to a new museum at the former Texas School Book Depository went directly to the sixth-floor spot where Lee Harvey Oswald allegedly fired the shots that killed President Kennedy .,Harvey Oswald is not a named entity .
Many of the first visitors to a new museum at the former Texas School Book Depository went directly to the sixth-floor spot where Lee Harvey Oswald allegedly fired the shots that killed President Kennedy .,museum at the former Texas is not a named entity .
Many of the first visitors to a new museum at the former Texas School Book Depository went directly to the sixth-floor spot where Lee Harvey Oswald allegedly fired the shots that killed President Kennedy .,the first visitors to a new is not a named entity .
"BELGRADE , Yugoslavia ( AP )",BELGRADE is a/an location entity .
"BELGRADE , Yugoslavia ( AP )",Yugoslavia is a/an location entity .
"BELGRADE , Yugoslavia ( AP )",AP is a/an organization entity .
"BELGRADE , Yugoslavia ( AP )",", Yugoslavia is not a named entity ."
"BELGRADE , Yugoslavia ( AP )",Yugoslavia ( AP ) is not a named entity .
"BELGRADE , Yugoslavia ( AP )","BELGRADE , Yugoslavia ( AP is not a named entity ."
"BELGRADE , Yugoslavia ( AP )",( AP is not a named entity .
"BELGRADE , Yugoslavia ( AP )",Yugoslavia ( AP is not a named entity .
"BELGRADE , Yugoslavia ( AP )",", Yugoslavia ( is not a named entity ."
"A Placerville jury Wednesday convicted Highway 50 sniper Kenneth Earl Millikan of killing Bay Area Rapid Transit District employee Peter J. Martinelli , the son-in-law of BART Director Nello Bianco. ;",Placerville is a/an location entity .
"A Placerville jury Wednesday convicted Highway 50 sniper Kenneth Earl Millikan of killing Bay Area Rapid Transit District employee Peter J. Martinelli , the son-in-law of BART Director Nello Bianco. ;",Wednesday is a/an other entity .
"A Placerville jury Wednesday convicted Highway 50 sniper Kenneth Earl Millikan of killing Bay Area Rapid Transit District employee Peter J. Martinelli , the son-in-law of BART Director Nello Bianco. ;",Highway is a/an other entity .
"A Placerville jury Wednesday convicted Highway 50 sniper Kenneth Earl Millikan of killing Bay Area Rapid Transit District employee Peter J. Martinelli , the son-in-law of BART Director Nello Bianco. ;",Kenneth Earl Millikan is a/an person entity .
"A Placerville jury Wednesday convicted Highway 50 sniper Kenneth Earl Millikan of killing Bay Area Rapid Transit District employee Peter J. Martinelli , the son-in-law of BART Director Nello Bianco. ;",Bay Area Rapid Transit District is a/an organization entity .
"A Placerville jury Wednesday convicted Highway 50 sniper Kenneth Earl Millikan of killing Bay Area Rapid Transit District employee Peter J. Martinelli , the son-in-law of BART Director Nello Bianco. ;",Peter J. Martinelli is a/an person entity .
"A Placerville jury Wednesday convicted Highway 50 sniper Kenneth Earl Millikan of killing Bay Area Rapid Transit District employee Peter J. Martinelli , the son-in-law of BART Director Nello Bianco. ;",BART Director Nello Bianco. is a/an person entity .
"A Placerville jury Wednesday convicted Highway 50 sniper Kenneth Earl Millikan of killing Bay Area Rapid Transit District employee Peter J. Martinelli , the son-in-law of BART Director Nello Bianco. ;",jury Wednesday convicted Highway 50 sniper Kenneth Earl is not a named entity .
"A Placerville jury Wednesday convicted Highway 50 sniper Kenneth Earl Millikan of killing Bay Area Rapid Transit District employee Peter J. Martinelli , the son-in-law of BART Director Nello Bianco. ;",Rapid Transit District employee Peter is not a named entity .
"A Placerville jury Wednesday convicted Highway 50 sniper Kenneth Earl Millikan of killing Bay Area Rapid Transit District employee Peter J. Martinelli , the son-in-law of BART Director Nello Bianco. ;",sniper Kenneth Earl Millikan of killing Bay Area is not a named entity .
