sentence,prompt
CRICKET - LEICESTERSHIRE TAKE OVER AT TOP AFTER INNINGS VICTORY .,"TL;DR , LEICESTERSHIRE is an organization entity ."
"The Party of Democratic Action ( SDA ) had called on Wednesday for its followers abroad to boycott the absentee balloting because of voter registration irregularities "","" especially among Serb refugees .","TL;DR , ) had called on Wednesday for is not a named entity ."
"The Party of Democratic Action ( SDA ) had called on Wednesday for its followers abroad to boycott the absentee balloting because of voter registration irregularities "","" especially among Serb refugees .","TL;DR , of voter registration irregularities "","" especially is not a named entity ."
"The Party of Democratic Action ( SDA ) had called on Wednesday for its followers abroad to boycott the absentee balloting because of voter registration irregularities "","" especially among Serb refugees .","TL;DR , on Wednesday for its followers abroad is not a named entity ."
"The Party of Democratic Action ( SDA ) had called on Wednesday for its followers abroad to boycott the absentee balloting because of voter registration irregularities "","" especially among Serb refugees .","TL;DR , for its is not a named entity ."
The Organisation for Security and Cooperation in Europe ( OSCE ) postponed municipal elections as a result of the irregularities but decided to proceed with voting for higher offices .,"TL;DR , Organisation for Security and Cooperation in Europe is an organization entity ."
The Organisation for Security and Cooperation in Europe ( OSCE ) postponed municipal elections as a result of the irregularities but decided to proceed with voting for higher offices .,"TL;DR , OSCE is an organization entity ."
The Organisation for Security and Cooperation in Europe ( OSCE ) postponed municipal elections as a result of the irregularities but decided to proceed with voting for higher offices .,"TL;DR , of the is not a named entity ."
The Organisation for Security and Cooperation in Europe ( OSCE ) postponed municipal elections as a result of the irregularities but decided to proceed with voting for higher offices .,"TL;DR , and Cooperation in is not a named entity ."
The Organisation for Security and Cooperation in Europe ( OSCE ) postponed municipal elections as a result of the irregularities but decided to proceed with voting for higher offices .,"TL;DR , Security and Cooperation in is not a named entity ."
The Organisation for Security and Cooperation in Europe ( OSCE ) postponed municipal elections as a result of the irregularities but decided to proceed with voting for higher offices .,"TL;DR , the is not a named entity ."
"The SDA "","" joined by two other parties "","" has been demanding that OSCE prohibit refugees voting from any place other than their pre-war place of residence as a means to prevent the elections from ratifying the results of ethnic cleansing .","TL;DR , SDA is an organization entity ."
"The SDA "","" joined by two other parties "","" has been demanding that OSCE prohibit refugees voting from any place other than their pre-war place of residence as a means to prevent the elections from ratifying the results of ethnic cleansing .","TL;DR , OSCE is an organization entity ."
"The SDA "","" joined by two other parties "","" has been demanding that OSCE prohibit refugees voting from any place other than their pre-war place of residence as a means to prevent the elections from ratifying the results of ethnic cleansing .","TL;DR , "","" is not a named entity ."
"The SDA "","" joined by two other parties "","" has been demanding that OSCE prohibit refugees voting from any place other than their pre-war place of residence as a means to prevent the elections from ratifying the results of ethnic cleansing .","TL;DR , residence as a means to is not a named entity ."
"The SDA "","" joined by two other parties "","" has been demanding that OSCE prohibit refugees voting from any place other than their pre-war place of residence as a means to prevent the elections from ratifying the results of ethnic cleansing .","TL;DR , SDA "","" joined is not a named entity ."
"The SDA "","" joined by two other parties "","" has been demanding that OSCE prohibit refugees voting from any place other than their pre-war place of residence as a means to prevent the elections from ratifying the results of ethnic cleansing .","TL;DR , their is not a named entity ."
Belgrade airport runway repairs Sept 21-26-agency .,"TL;DR , Belgrade is a location entity ."
Belgrade airport runway repairs Sept 21-26-agency .,"TL;DR , 21-26-agency is not a named entity ."
Belgrade airport runway repairs Sept 21-26-agency .,"TL;DR , Sept 21-26-agency . is not a named entity ."
BELGRADE 1996-08-30,"TL;DR , BELGRADE is a location entity ."
BELGRADE 1996-08-30,"TL;DR , BELGRADE 1996-08-30 is not a named entity ."
BELGRADE 1996-08-30,"TL;DR , 1996-08-30 is not a named entity ."
"Belgrade 's main airport Aerodrom Beograd will be closed to traffic for runway maintenance and modernization from September 21 to 26 "","" the Yugoslav news agency Tanjug reported late on Friday .","TL;DR , Belgrade is a location entity ."
"Belgrade 's main airport Aerodrom Beograd will be closed to traffic for runway maintenance and modernization from September 21 to 26 "","" the Yugoslav news agency Tanjug reported late on Friday .","TL;DR , Aerodrom Beograd is a location entity ."
"Belgrade 's main airport Aerodrom Beograd will be closed to traffic for runway maintenance and modernization from September 21 to 26 "","" the Yugoslav news agency Tanjug reported late on Friday .","TL;DR , Yugoslav is an other entity ."
"Belgrade 's main airport Aerodrom Beograd will be closed to traffic for runway maintenance and modernization from September 21 to 26 "","" the Yugoslav news agency Tanjug reported late on Friday .","TL;DR , Tanjug is an organization entity ."
"Belgrade 's main airport Aerodrom Beograd will be closed to traffic for runway maintenance and modernization from September 21 to 26 "","" the Yugoslav news agency Tanjug reported late on Friday .","TL;DR , reported late on is not a named entity ."
"Belgrade 's main airport Aerodrom Beograd will be closed to traffic for runway maintenance and modernization from September 21 to 26 "","" the Yugoslav news agency Tanjug reported late on Friday .","TL;DR , Aerodrom is not a named entity ."
"Belgrade 's main airport Aerodrom Beograd will be closed to traffic for runway maintenance and modernization from September 21 to 26 "","" the Yugoslav news agency Tanjug reported late on Friday .","TL;DR , main airport Aerodrom Beograd will be is not a named entity ."
"Belgrade 's main airport Aerodrom Beograd will be closed to traffic for runway maintenance and modernization from September 21 to 26 "","" the Yugoslav news agency Tanjug reported late on Friday .","TL;DR , to 26 "","" is not a named entity ."
"Belgrade 's main airport Aerodrom Beograd will be closed to traffic for runway maintenance and modernization from September 21 to 26 "","" the Yugoslav news agency Tanjug reported late on Friday .","TL;DR , 's main airport Aerodrom Beograd will be is not a named entity ."
"Belgrade 's main airport Aerodrom Beograd will be closed to traffic for runway maintenance and modernization from September 21 to 26 "","" the Yugoslav news agency Tanjug reported late on Friday .","TL;DR , to traffic for runway maintenance and modernization from is not a named entity ."
"Belgrade 's main airport Aerodrom Beograd will be closed to traffic for runway maintenance and modernization from September 21 to 26 "","" the Yugoslav news agency Tanjug reported late on Friday .","TL;DR , the Yugoslav news agency Tanjug reported late on is not a named entity ."
"Belgrade 's main airport Aerodrom Beograd will be closed to traffic for runway maintenance and modernization from September 21 to 26 "","" the Yugoslav news agency Tanjug reported late on Friday .","TL;DR , traffic for runway maintenance and modernization is not a named entity ."
