sentence,prompt
"Andrews Lock and Dam , Henry County , Ala. ;","TL;DR , Andrews Lock and Dam is a location entity ."
"The state Supreme Court jury in Niagara County made the award Tuesday to the estate of Thomas Viscomi and his widow , Norma Viscomi , of Niagara Falls .","TL;DR , Niagara County is a location entity ."
"The state Supreme Court jury in Niagara County made the award Tuesday to the estate of Thomas Viscomi and his widow , Norma Viscomi , of Niagara Falls .","TL;DR , Thomas Viscomi is a person entity ."
"The state Supreme Court jury in Niagara County made the award Tuesday to the estate of Thomas Viscomi and his widow , Norma Viscomi , of Niagara Falls .","TL;DR , Norma Viscomi is a person entity ."
"The state Supreme Court jury in Niagara County made the award Tuesday to the estate of Thomas Viscomi and his widow , Norma Viscomi , of Niagara Falls .","TL;DR , Niagara Falls is a location entity ."
"The state Supreme Court jury in Niagara County made the award Tuesday to the estate of Thomas Viscomi and his widow , Norma Viscomi , of Niagara Falls .","TL;DR , and his widow , Norma Viscomi is not a named entity ."
"The state Supreme Court jury in Niagara County made the award Tuesday to the estate of Thomas Viscomi and his widow , Norma Viscomi , of Niagara Falls .","TL;DR , made the award Tuesday to the estate is not a named entity ."
"The state Supreme Court jury in Niagara County made the award Tuesday to the estate of Thomas Viscomi and his widow , Norma Viscomi , of Niagara Falls .","TL;DR , and is not a named entity ."
"The state Supreme Court jury in Niagara County made the award Tuesday to the estate of Thomas Viscomi and his widow , Norma Viscomi , of Niagara Falls .","TL;DR , widow , is not a named entity ."
"The state Supreme Court jury in Niagara County made the award Tuesday to the estate of Thomas Viscomi and his widow , Norma Viscomi , of Niagara Falls .","TL;DR , state Supreme Court jury in is not a named entity ."
"The state Supreme Court jury in Niagara County made the award Tuesday to the estate of Thomas Viscomi and his widow , Norma Viscomi , of Niagara Falls .","TL;DR , in Niagara County made the is not a named entity ."
"The state Supreme Court jury in Niagara County made the award Tuesday to the estate of Thomas Viscomi and his widow , Norma Viscomi , of Niagara Falls .","TL;DR , Niagara County made the award Tuesday to the is not a named entity ."
"The state Supreme Court jury in Niagara County made the award Tuesday to the estate of Thomas Viscomi and his widow , Norma Viscomi , of Niagara Falls .","TL;DR , estate is not a named entity ."
"The state Supreme Court jury in Niagara County made the award Tuesday to the estate of Thomas Viscomi and his widow , Norma Viscomi , of Niagara Falls .","TL;DR , Court jury in Niagara County made is not a named entity ."
"The state Supreme Court jury in Niagara County made the award Tuesday to the estate of Thomas Viscomi and his widow , Norma Viscomi , of Niagara Falls .","TL;DR , County made the award Tuesday to the is not a named entity ."
"Historic Movie House May Close : The Texas Theater , the Dallas movie house where Lee Harvey Oswald was arrested after the assassination of President John F. Kennedy , may be closing soon .","TL;DR , Historic Movie House May is an other entity ."
"Historic Movie House May Close : The Texas Theater , the Dallas movie house where Lee Harvey Oswald was arrested after the assassination of President John F. Kennedy , may be closing soon .","TL;DR , Texas Theater is a location entity ."
"Historic Movie House May Close : The Texas Theater , the Dallas movie house where Lee Harvey Oswald was arrested after the assassination of President John F. Kennedy , may be closing soon .","TL;DR , Dallas is a location entity ."
"Historic Movie House May Close : The Texas Theater , the Dallas movie house where Lee Harvey Oswald was arrested after the assassination of President John F. Kennedy , may be closing soon .","TL;DR , Lee Harvey Oswald is a person entity ."
"Historic Movie House May Close : The Texas Theater , the Dallas movie house where Lee Harvey Oswald was arrested after the assassination of President John F. Kennedy , may be closing soon .","TL;DR , President John F. Kennedy is a person entity ."
"Historic Movie House May Close : The Texas Theater , the Dallas movie house where Lee Harvey Oswald was arrested after the assassination of President John F. Kennedy , may be closing soon .","TL;DR , movie house where Lee Harvey Oswald was arrested is not a named entity ."
"Historic Movie House May Close : The Texas Theater , the Dallas movie house where Lee Harvey Oswald was arrested after the assassination of President John F. Kennedy , may be closing soon .","TL;DR , was arrested after the assassination is not a named entity ."
"Historic Movie House May Close : The Texas Theater , the Dallas movie house where Lee Harvey Oswald was arrested after the assassination of President John F. Kennedy , may be closing soon .","TL;DR , President John F. Kennedy , is not a named entity ."
"Historic Movie House May Close : The Texas Theater , the Dallas movie house where Lee Harvey Oswald was arrested after the assassination of President John F. Kennedy , may be closing soon .","TL;DR , arrested after the assassination of is not a named entity ."
"Historic Movie House May Close : The Texas Theater , the Dallas movie house where Lee Harvey Oswald was arrested after the assassination of President John F. Kennedy , may be closing soon .","TL;DR , Theater is not a named entity ."
"Historic Movie House May Close : The Texas Theater , the Dallas movie house where Lee Harvey Oswald was arrested after the assassination of President John F. Kennedy , may be closing soon .","TL;DR , : The Texas is not a named entity ."
"Historic Movie House May Close : The Texas Theater , the Dallas movie house where Lee Harvey Oswald was arrested after the assassination of President John F. Kennedy , may be closing soon .","TL;DR , was arrested is not a named entity ."
"Historic Movie House May Close : The Texas Theater , the Dallas movie house where Lee Harvey Oswald was arrested after the assassination of President John F. Kennedy , may be closing soon .","TL;DR , be closing soon . is not a named entity ."
"Historic Movie House May Close : The Texas Theater , the Dallas movie house where Lee Harvey Oswald was arrested after the assassination of President John F. Kennedy , may be closing soon .","TL;DR , , may be closing soon . is not a named entity ."
"Historic Movie House May Close : The Texas Theater , the Dallas movie house where Lee Harvey Oswald was arrested after the assassination of President John F. Kennedy , may be closing soon .","TL;DR , , the Dallas movie house where Lee Harvey is not a named entity ."
"Before I became ` The man who murdered John Lennon , ' I was basically a decent person , ' ' Chapman said from his isolation cell at Attica state prison , where he is serving 20 years to life.","TL;DR , John Lennon is a person entity ."
"Before I became ` The man who murdered John Lennon , ' I was basically a decent person , ' ' Chapman said from his isolation cell at Attica state prison , where he is serving 20 years to life.","TL;DR , Chapman is a person entity ."
"Before I became ` The man who murdered John Lennon , ' I was basically a decent person , ' ' Chapman said from his isolation cell at Attica state prison , where he is serving 20 years to life.","TL;DR , Attica is a location entity ."
"Before I became ` The man who murdered John Lennon , ' I was basically a decent person , ' ' Chapman said from his isolation cell at Attica state prison , where he is serving 20 years to life.","TL;DR , John Lennon , ' I was is not a named entity ."
"Before I became ` The man who murdered John Lennon , ' I was basically a decent person , ' ' Chapman said from his isolation cell at Attica state prison , where he is serving 20 years to life.","TL;DR , I was basically is not a named entity ."
"Before I became ` The man who murdered John Lennon , ' I was basically a decent person , ' ' Chapman said from his isolation cell at Attica state prison , where he is serving 20 years to life.","TL;DR , state prison , where is not a named entity ."
"Before I became ` The man who murdered John Lennon , ' I was basically a decent person , ' ' Chapman said from his isolation cell at Attica state prison , where he is serving 20 years to life.","TL;DR , decent is not a named entity ."
"Before I became ` The man who murdered John Lennon , ' I was basically a decent person , ' ' Chapman said from his isolation cell at Attica state prison , where he is serving 20 years to life.","TL;DR , murdered John Lennon , ' I was basically is not a named entity ."
"Before I became ` The man who murdered John Lennon , ' I was basically a decent person , ' ' Chapman said from his isolation cell at Attica state prison , where he is serving 20 years to life.","TL;DR , ' ' Chapman is not a named entity ."
"On the eve of Clinton 's visit Madeleine Albright , U.S. representative to the United Nations , and John Shalikashvili , chairman of the Joint Chiefs of Staff , are going to see the East Europeans in order to prepare them properly to take on board the U.S. plan .","TL;DR , Clinton is a person entity ."
"On the eve of Clinton 's visit Madeleine Albright , U.S. representative to the United Nations , and John Shalikashvili , chairman of the Joint Chiefs of Staff , are going to see the East Europeans in order to prepare them properly to take on board the U.S. plan .","TL;DR , Madeleine Albright is a person entity ."
